artists,album_name,track_name,popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,tempo_category_Moderate,tempo_category_Fast,tempo_category_Extremely Fast,track_genre_death-metal,track_genre_heavy-metal,track_genre_metal,track_genre_metalcore,key_category_key_scale_A#,key_category_key_scale_B,key_category_key_scale_C,key_category_key_scale_C#,key_category_key_scale_D,key_category_key_scale_D#,key_category_key_scale_E,key_category_key_scale_F,key_category_key_scale_F#,key_category_key_scale_G,key_category_key_scale_G#,tempo_category_plot,genre_for_plot,key_label
Graveland,Thousand Swords,The Time of Revenge,16,289586,0.215,0.988,2,-13.628,0.0963,3.59e-05,0.00105,0.328,0.0359,146.588,4,4.83,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Doomsday,Leyendas,Día De Muertos,16,228217,0.413,0.942,2,-5.139,0.0569,0.000985,0.00228,0.381,0.501,149.832,4,3.8,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Mysticum,Planet Satan,Annihilation,15,280666,0.32,0.995,11,-4.38,0.222,4.92e-06,0.768,0.312,0.0362,175.96,4,4.68,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Extremely Fast,black-metal,key_scale_B
Anal Vomit,Demoniac Flagellations,Sendero Siniestro,17,155600,0.193,0.995,3,-4.893,0.18,4.29e-06,0.0737,0.0486,0.0743,109.837,4,2.59,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Moderate,black-metal,key_scale_D#
LIK,Carnage,Cannibalistic Infancy,17,136100,0.33,0.992,6,-4.689,0.206,2.6e-06,0.59,0.236,0.0993,111.666,4,2.27,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,black-metal,key_scale_F#
Old Man's Child,Revelation 666 - The Curse of Damnation,Hominis Nocturna,16,322333,0.159,0.973,4,-4.724,0.104,4.59e-06,0.0208,0.137,0.0752,101.408,4,5.37,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,black-metal,key_scale_E
Gernotshagen,Weltenbrand - Die Banner hoch der Nacht entgegen,Blinde Wut,17,242360,0.278,0.972,2,-4.296,0.222,0.000641,0.79,0.196,0.259,169.908,4,4.04,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Carpathian Forest,Likeim,Likeim,16,165030,0.297,0.985,0,-6.411,0.175,5.35e-05,0.827,0.246,0.398,164.978,4,2.75,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C
Djevel,Tanker Som Rir Natten,"Vinger som tok oss over en brennende himmel, vinger som tok oss hjem",15,760138,0.254,0.67,0,-4.519,0.124,6.71e-05,0.696,0.133,0.196,90.286,4,12.67,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_C
LIK,Mass Funeral Evocation,Serum 141,17,230600,0.19,0.967,7,-4.891,0.111,4.17e-06,0.247,0.375,0.289,87.243,4,3.84,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,black-metal,key_scale_G
Dornenreich,Her von welken Nächten,Wer hat Angst vor Einsamkeit?,15,374640,0.32,0.945,6,-6.311,0.117,0.000129,0.00177,0.657,0.39,152.781,4,6.24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,black-metal,key_scale_F#
Hellripper,Black Arts & Alchemy,Decrepit Christ,17,173543,0.305,0.997,5,-3.519,0.174,0.000728,0.16,0.0411,0.134,174.03,4,2.89,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Fast,black-metal,key_scale_F
Inferi,The End of an Era (Rebirth),Cursed Unholy,18,398666,0.203,0.974,9,-7.629,0.302,0.00119,0.875,0.104,0.0371,90.119,4,6.64,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_A
Carpathian Forest,Morbid Fascination Of Death,Morbid Fascination Of Death,15,148800,0.189,0.905,2,-7.304,0.0693,3.54e-05,0.931,0.106,0.186,97.164,4,2.48,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,black-metal,key_scale_D
Moonspell,Lisboa Under the Spell,Alma Mater,17,411506,0.337,0.955,9,-5.061,0.0839,5.98e-06,0.891,0.862,0.151,142.457,3,6.86,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A
Carpathian Forest,Black Shining Leather,Lunar Nights,16,394373,0.171,0.807,8,-7.643,0.055,3.31e-06,0.84,0.156,0.151,124.244,4,6.57,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Fast,black-metal,key_scale_G#
Antichrist Siege Machine,Purifying Blade,Defiled in Iniquity,17,188312,0.114,0.991,6,-6.103,0.115,1e-06,0.84,0.287,0.0646,176.516,4,3.14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Extremely Fast,black-metal,key_scale_F#
Samael,Aeonics - An Anthology,The Cross,16,196853,0.469,0.958,2,-5.408,0.0593,0.00609,0.00106,0.245,0.403,83.997,4,3.28,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,black-metal,key_scale_D
Windir,Soknardalr,Likbør,15,492434,0.12,0.891,0,-7.428,0.0752,0.000928,0.953,0.355,0.158,149.26,4,8.21,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C
Incantation,Mortal Throne of Nazarene,Demonic Incarnate,17,351800,0.0859,0.849,8,-5.48,0.0801,0.00011,0.962,0.336,0.129,165.985,3,5.86,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Fast,black-metal,key_scale_G#
1349,The Infernal Pathway,Stand Tall in Fire,16,489333,0.203,0.928,9,-10.858,0.0866,2.24e-05,0.699,0.307,0.195,119.634,4,8.16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_A
Antichrist Siege Machine,Purifying Blade,Antichrist Siege Machine,17,311718,0.193,0.99,1,-6.199,0.124,1.19e-06,0.848,0.0407,0.038,134.067,4,5.2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C#
Carnifex,Hell Chose Me (Bonus Track Version),The Scope Of Obsession,17,175906,0.573,0.976,1,-4.004,0.179,4.57e-05,0.0222,0.272,0.315,114.02,4,2.93,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,black-metal,key_scale_C#
Old Man's Child,Revelation 666 - The Curse of Damnation,Phantoms of Mortem Tales,16,335293,0.128,0.954,5,-4.753,0.0567,3.53e-06,0.128,0.167,0.183,147.166,4,5.59,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Fast,black-metal,key_scale_F
Månegarm,Nattväsen,Bergagasten,16,310213,0.565,0.852,0,-3.869,0.034,0.00129,0.00114,0.0962,0.51,124.96,4,5.17,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_C
Satyricon,Live at the Opera,The Pentagram Burns,16,384946,0.406,0.977,2,-10.303,0.0809,0.00794,0.0497,0.953,0.0594,125.004,4,6.42,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,black-metal,key_scale_D
Satyricon,Live at the Opera,Nocturnal Flare,15,433946,0.379,0.801,7,-10.539,0.0621,0.0335,0.0538,0.436,0.129,124.979,4,7.23,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,black-metal,key_scale_G
Kvelertak,Nattesferd,Ondskapens Galakse,17,333506,0.363,0.854,2,-7.445,0.0397,8.93e-05,0.8,0.262,0.489,116.628,4,5.56,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,black-metal,key_scale_D
Entombed,Wolverine Blues (Full Dynamic Range Edition),Wolverine Blues,17,132093,0.38,0.916,10,-11.547,0.0487,0.0025,0.882,0.242,0.29,152.409,1,2.2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,black-metal,key_scale_A#
Gojira,Our Time Is Now,Our Time Is Now,60,271417,0.229,0.949,2,-3.315,0.0537,1.67e-05,0.187,0.153,0.4,99.325,4,4.52,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,death-metal,key_scale_D
Cradle Of Filth,Lovecraft & Witch Hearts,Hallowed Be Thy Name,51,430733,0.428,0.972,2,-1.998,0.0666,7.16e-05,0.0736,0.0787,0.225,118.306,4,7.18,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,death-metal,key_scale_D
Opeth,Soldier of Fortune,Soldier of Fortune,52,208520,0.475,0.385,7,-8.675,0.0317,0.595,0.000267,0.131,0.183,134.368,4,3.48,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,death-metal,key_scale_G
Suicide Silence,The Black Crown,You Only Live Once,60,192560,0.613,0.953,6,-4.936,0.153,0.00018,0.0614,0.116,0.213,119.976,4,3.21,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,death-metal,key_scale_F#
Death,The Sound of Perseverance - Reissue,Voice of the Soul,58,223933,0.158,0.572,7,-6.293,0.0346,0.000926,0.893,0.144,0.347,79.176,3,3.73,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,death-metal,key_scale_G
Cradle Of Filth,Nymphetamine Special Edition,Nymphetamine Fix,54,302360,0.462,0.905,0,-3.825,0.0438,0.00066,0.0402,0.0839,0.253,122.925,3,5.04,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Fast,death-metal,key_scale_C
In Element,In The Air 2nite,In The Air 2nite,43,265012,0.44,0.71,11,-10.848,0.0527,0.000947,0.0267,0.326,0.446,165.964,4,4.42,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Fast,death-metal,key_scale_B
Gojira,Fortitude,Amazonia,59,300783,0.382,0.954,9,-4.831,0.0417,0.00038,0.776,0.244,0.513,181.933,4,5.01,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Extremely Fast,death-metal,key_scale_A
In Element,Victory Or Defeat,Fear Is The Virus,39,190180,0.395,0.84,1,-9.532,0.0651,0.000785,4.92e-05,0.316,0.123,176.838,4,3.17,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Extremely Fast,death-metal,key_scale_C#
Slayer,Reign In Blood (Expanded),Raining Blood,65,255186,0.227,0.995,10,-4.361,0.173,0.000405,0.393,0.127,0.0363,87.499,4,4.25,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Moderate,death-metal,key_scale_A#
Slayer,Reign In Blood (Expanded),Angel Of Death,60,291773,0.326,0.995,1,-4.38,0.147,9.41e-05,0.386,0.145,0.092,105.459,4,4.86,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Moderate,death-metal,key_scale_C#
Slayer,Repentless,Delusions of Saviour,73,115413,0.223,0.805,8,-8.969,0.037,0.000179,0.814,0.0849,0.25,168.165,4,1.92,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Fast,death-metal,key_scale_G#
Opeth,Damnation,Hope Leaves,49,267146,0.501,0.48,2,-9.021,0.0249,0.58,0.079,0.133,0.122,139.17,4,4.45,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,death-metal,key_scale_D
Opeth,Damnation,In My Time of Need,53,346733,0.471,0.604,4,-6.014,0.0286,0.00161,0.154,0.166,0.187,137.388,4,5.78,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,death-metal,key_scale_E
Gojira,From Mars to Sirius,Flying Whales,61,464453,0.266,0.925,7,-3.75,0.0834,0.000233,0.0379,0.19,0.2,95.438,4,7.74,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,death-metal,key_scale_G
Cannibal Corpse,Tomb Of The Mutilated,Hammer Smashed Face,59,242760,0.357,0.98,6,-6.835,0.079,5.22e-05,0.843,0.0768,0.368,96.969,4,4.05,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Moderate,death-metal,key_scale_F#
In Flames,The Jester Race (Black Ash-Inheritance Version),The Jester's Dance,58,129199,0.276,0.872,5,-10.215,0.0394,2.61e-05,0.876,0.197,0.46,178.823,4,2.15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Extremely Fast,death-metal,key_scale_F
Opeth,Damnation,Windowpane,55,464280,0.328,0.553,6,-6.252,0.0267,0.156,0.412,0.0985,0.322,159.959,4,7.74,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,death-metal,key_scale_F#
Slayer,South Of Heaven,South Of Heaven,64,298533,0.31,0.991,5,-3.769,0.316,0.000132,0.085,0.0969,0.0395,140.071,4,4.98,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Fast,death-metal,key_scale_F
Meshuggah,ObZen,Bleed,60,442733,0.242,0.998,11,-5.64,0.0894,8.12e-06,0.88,0.284,0.18,114.642,4,7.38,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Moderate,death-metal,key_scale_B
Gojira,Magma,Stranded,65,269533,0.513,0.88,7,-4.69,0.0309,9.59e-05,0.00614,0.0824,0.495,92.358,4,4.49,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,death-metal,key_scale_G
Burgerkill;Ahmad Dhani,Elang,Elang,37,252631,0.499,0.819,4,-12.636,0.0504,0.000803,0.62,0.277,0.475,95.007,4,4.21,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,death-metal,key_scale_E
Eulogy,Memento Mori,You'll Die Alone,34,257971,0.413,0.697,7,-7.516,0.0321,0.0079,0.378,0.106,0.377,110.841,4,4.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,death-metal,key_scale_G
Eulogy,Memento Mori,Cross to Bare,34,224347,0.562,0.888,10,-5.093,0.0396,0.0304,0.00688,0.159,0.406,134.997,4,3.74,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Fast,death-metal,key_scale_A#
Gojira,Magma,Silvera,62,212653,0.333,0.959,2,-4.348,0.072,3.19e-06,0.0563,0.299,0.242,137.052,4,3.54,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Fast,death-metal,key_scale_D
Eulogy,Memento Mori,Blood Red Skies,34,248000,0.42,0.95,5,-6.586,0.0546,0.000984,0.497,0.373,0.409,95.844,4,4.13,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Moderate,death-metal,key_scale_F
Amon Amarth,Twilight Of The Thunder God,Twilight Of The Thunder God,63,248746,0.374,0.92,6,-4.653,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,4,4.15,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Extremely Fast,death-metal,key_scale_F#
Gojira,Metal,Stranded,0,269533,0.512,0.879,7,-4.69,0.031,9.54e-05,0.00745,0.0824,0.484,92.358,4,4.49,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Moderate,death-metal,key_scale_G
Goretrade,Ten Years Trading... (Bonus Remastered),Unholy Masturbation (Bonus Remastered),37,178316,0.257,0.974,7,-5.45,0.156,1.6e-06,0.868,0.302,0.467,153.083,4,2.97,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Fast,death-metal,key_scale_G
Children Of Bodom,Are You Dead Yet?,Are You Dead Yet?,62,234880,0.461,0.961,8,-3.011,0.0479,6.39e-06,0.14,0.308,0.416,96.009,4,3.91,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Moderate,death-metal,key_scale_G#
Deicide,Metal,Once upon the Cross,0,214213,0.205,0.95,10,-8.498,0.131,1.93e-05,0.805,0.212,0.313,184.498,4,3.57,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Extremely Fast,death-metal,key_scale_A#
Opeth,Ghost Reveries,Ghost of Perdition,52,629480,0.292,0.818,9,-6.227,0.0413,0.000697,0.00192,0.0544,0.19,93.924,3,10.49,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,death-metal,key_scale_A
Noxa,Legacy,Tanah Air Beta,33,92000,0.433,0.959,6,-5.032,0.11,1.36e-06,0.949,0.0697,0.723,135.118,4,1.53,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,death-metal,key_scale_F#
Death,Metal,Symbolic,0,392800,0.288,0.982,6,-7.034,0.269,6.65e-05,0.0123,0.163,0.127,163.469,4,6.55,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast,death-metal,key_scale_F#
Sepultura,Metal,Arise,0,198226,0.371,0.961,9,-6.765,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,4,3.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Moderate,death-metal,key_scale_A
Beside,Against Ourselves,Aku Adalah Tuhan,37,214986,0.532,0.914,2,-13.739,0.0668,0.0025,0.000193,0.169,0.382,109.975,4,3.58,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Moderate,death-metal,key_scale_D
Goretrade,Ten Years Trading... (Bonus Remastered),Human Butchery (Bonus Remastered),35,163648,0.266,0.983,4,-5.513,0.139,1.29e-06,0.878,0.0963,0.263,147.771,4,2.73,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Fast,death-metal,key_scale_E
Cradle Of Filth,Metal,Courting Baphomet,0,317480,0.476,0.968,0,-5.046,0.0424,0.000103,0.0487,0.0469,0.421,94.993,4,5.29,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Moderate,death-metal,key_scale_C
Burgerkill,Beyond Coma and Despair,Atur Aku,36,273880,0.462,0.98,4,-5.191,0.0912,0.00015,0.0278,0.138,0.244,99.827,4,4.56,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Moderate,death-metal,key_scale_E
